SOC,ai_applicability_score
19-1042,0.24949957304022824
19-2011,0.2696493284451312
19-2012,0.21887085686807578
19-2021,0.3151889218893394
19-2031,0.26654552738309456
19-2032,0.27095512533977584
19-2041,0.19417875500070125
19-2042,0.19505462833332834
19-2043,0.2026538669471402
19-2099,0.19744167341881097
19-3011,0.34358403361869205
19-3022,0.14885150663304897
19-3032,0.2335837006551571
19-3033,0.1710074347695939
19-3034,0.20970864979173193
19-3039,0.1910247762245898
19-3041,0.3196689275526182
19-3051,0.29352299229468126
19-3091,0.23230075336137554
19-3092,0.33877864736701796
19-3093,0.48028233629350864
19-3094,0.40713023999789677
19-3099,0.33903679382193397
19-4012,0.15706575948419219
19-4013,0.12892469168352214
19-4021,0.11641727473982458
19-4031,0.20678729085021866
19-4042,0.16545353833039156
19-4043,0.13470318745266074
19-4044,0.2456728410209817
19-4051,0.20751205021139152
19-4061,0.24783196502447274
19-4071,0.08460404615608211
19-4092,0.23942821055520608
19-4099,0.19158184272405804
19-5011,0.1946139643493092
19-5012,0.16501766270100143
21-1012,0.33384806769950437
21-1013,0.17784963219797995
21-1015,0.23928230910356663
21-1018,0.15180275731153653
21-1021,0.31906013593227134
21-1022,0.15292643403396217
21-1023,0.1250600047112864
21-1091,0.18586702433155922
21-1092,0.2924298381543546
21-1093,0.25900328616541224
21-1094,0.3199631997786754
21-2011,0.2836824591022564
21-2021,0.2588834953844366
23-1011,0.1707824324762462
23-1012,0.14164816357630064
23-1021,0.1349462177977311
23-1022,0.12285058900160827
23-1023,0.06571163044671628
23-2011,0.2004405919879485
23-2093,0.22522054260854835
25-1011,0.37695092072943404
25-1021,0.34200004725994615
25-1022,0.3011587008265253
25-1031,0.3373219151792586
25-1032,0.34278101578994935
25-1041,0.33932731220003787
25-1042,0.30695731170089846
25-1043,0.33731616271751935
25-1051,0.3050304176978409
25-1052,0.25623105860858425
25-1053,0.3199752058304525
25-1054,0.3166027357010701
25-1061,0.34831264872381984
25-1062,0.34452908749241345
25-1063,0.3607279794952894
25-1064,0.33112613660639356
25-1065,0.3472099014653166
25-1066,0.3241852159980366
25-1067,0.3400615721070826
25-1071,0.32052503957886525
25-1072,0.3091286541192295
25-1081,0.3394846643842454
25-1082,0.3538086905736876
25-1111,0.3448892000914796
25-1112,0.3406073923520795
25-1113,0.3383308880987008
25-1121,0.34445212568399275
25-1122,0.3293661635207445
25-1123,0.3420909849852233
25-1124,0.346920053297438
25-1125,0.3552876337027916
25-1126,0.3509553488397842
25-1192,0.3278234943938947
25-1193,0.32663044237134475
25-1194,0.21606247894141675
25-2011,0.1630609679046781
25-2012,0.21691499105597545
25-2021,0.21054418024429256
25-2022,0.1982215218166771
25-2023,0.20282683905813495
25-2031,0.19917608704492876
25-2032,0.2058385695440432
25-2051,0.1672743856462498
25-2052,0.16533768699019802
25-2057,0.1629173279813355
25-2058,0.19926300236251607
25-2059,0.2213961602345916
25-3011,0.18414442912487267
25-3021,0.22665330019230154
25-3031,0.2427276220287757
25-3041,0.3258810296828025
25-4011,0.32623194351840423
25-4012,0.26535896066476833
25-4013,0.2202051058407084
25-4022,0.22748516924923806
25-4031,0.2619569245704041
25-9021,0.3768158831683559
25-9031,0.31944600674154455
25-9044,0.2534267305860733
25-9045,0.19108671117786247
27-1011,0.24381394107146304
27-1012,0.24576383035857807
27-1013,0.2094647247445973
27-1014,0.13177782563607393
27-1021,0.20875653962817953
27-1022,0.29611082311740106
27-1023,0.18098611294174952
27-1024,0.21339083888406662
27-1025,0.22235000015168555
27-1026,0.21039729264634616
27-1027,0.23665578406454807
27-2011,0.1600939999764081
27-2012,0.16341331236368473
27-2021,0.2042232755032119
27-2022,0.13527436795454617
27-2023,0.09034460503242964
27-2031,0.09171414250275851
27-2032,0.15451038506581433
27-2041,0.12332419292053767
27-2042,0.10224715093430203
27-2091,0.25683893360638316
27-3011,0.4040650837623203
27-3023,0.3729400775041515
27-3031,0.4136676592663654
27-3041,0.36863556827264016
27-3042,0.3777765592122915
27-3043,0.4642979799493548
27-3091,0.5058245542162669
27-3092,0.2437038238907963
27-4011,0.19347453556191888
27-4012,0.06006360918195971
27-4014,0.10468463849664769
27-4015,0.30188735579996656
27-4021,0.3501330459658186
27-4031,0.2404584737272668
27-4032,0.09936626530209314
29-1011,0.1332088844740837
29-1021,0.0458529820468468
29-1022,0.02466962605563775
29-1023,0.185303910539782
29-1024,0.01762099603801669
29-1031,0.23754389231148246
29-1041,0.07189154168921402
29-1051,0.29084150091507516
29-1071,0.05358504343949496
29-1081,0.14692456547557314
29-1122,0.1471339891492558
29-1123,0.17793496917743512
29-1124,0.13161255744926156
29-1125,0.10435208060347245
29-1126,0.07134900490365614
29-1127,0.18261651282085872
29-1128,0.14456751928527944
29-1129,0.12019995101412743
29-1131,0.15586850701203248
29-1141,0.1265904131289093
29-1151,0.08057500948511291
29-1161,0.14535350206568418
29-1171,0.1621249193026868
29-1181,0.16857098017118838
29-1211,0.03951526303431617
29-1212,0.141521007805456
29-1213,0.11887325739504401
29-1214,0.07813796067524395
29-1215,0.17789340918169583
29-1216,0.17447993324594094
29-1217,0.1315469355982317
29-1218,0.1681662718493953
29-1221,0.15355302274918806
29-1222,0.17137670288277085
29-1223,0.1777625012767272
29-1224,0.16371783423510142
29-1229,0.12076807177188216
29-1241,0.0920617979255331
29-1242,0.1082840730160238
29-1243,0.1397635673079738
29-1291,0.06341780828913626
29-1292,0.06823237261168742
29-1299,0.14891164952791683
29-2010,0.1573573797743844
29-2031,0.10516200244264393
29-2032,0.1075196065430645
29-2033,0.09910158050186697
29-2034,0.13308026051584984
29-2035,0.09441679717086315
29-2036,0.16084195051761258
29-2042,0.08344232283186354
29-2043,0.08269513306692283
29-2051,0.12685349734213142
29-2052,0.20756503317920721
29-2053,0.06962944196832435
29-2055,0.036033108472731626
29-2056,0.07708004063500945
29-2057,0.012674649667787332
29-2061,0.04706224567429661
29-2072,0.2674959708896638
29-2081,0.15094480785070707
29-2091,0.07048798230358669
29-2092,0.09677239233242849
29-2099,0.11557996449779276
29-9021,0.2918280813403684
29-9091,0.1294482830310583
29-9092,0.3415874217464653
29-9093,0.012125005797434057
29-9099,0.14982495884186353
31-1120,0.06474031216981217
31-1131,0.028203347119757097
31-1132,0.0
31-1133,0.0776748137062653
31-2011,0.10771618745502305
31-2012,0.09416592455351895
31-2021,0.11255774392407122
31-2022,0.06474864260379949
31-9011,0.011945118608243379
31-9091,0.06917166802096919
31-9092,0.08766049471080654
31-9093,0.02235807420310812
31-9094,0.2708568472232534
31-9095,0.08779785731222894
31-9096,0.04606544275947634
31-9097,0.030499930155079027
31-9099,0.07935905961343422
33-1011,0.1416146031966416
33-1012,0.09861785385806127
33-1021,0.07680699604888455
33-1091,0.1279739368887429
33-2011,0.13490309051405475
33-2021,0.14893869799732573
33-2022,0.10052778412249433
33-3011,0.28593922992771315
33-3012,0.13707960902013439
33-3021,0.17940210385922803
33-3031,0.11519299199426183
33-3041,0.1767384197742043
33-3051,0.1675885825441807
33-3052,0.09812855437990493
33-9011,0.19982066834300055
33-9021,0.20164569528249543
33-9031,0.18404541827983495
33-9032,0.18160494131183597
33-9091,0.21567987907566832
33-9092,0.09558183086176689
33-9093,0.25471930601484094
33-9094,0.22473168069567417
33-9099,0.09309636039034255
35-1011,0.1583750399144203
35-1012,0.12607330716280335
35-2011,0.2088859834181257
35-2012,0.11161856657572994
35-2013,0.2792615510567438
35-2014,0.19436771261386754
35-2015,0.15691683552325417
35-2021,0.16135511623098775
35-3011,0.18974251400958556
35-3023,0.17725445500861248
35-3031,0.28175764001508224
35-3041,0.12124016917197877
35-9011,0.07375782617315368
35-9021,0.019528092338455205
35-9031,0.34302604410060844
37-1011,0.16952913593386426
37-1012,0.1162911594113508
37-2011,0.13260920930533812
37-2012,0.02300871697641309
37-2021,0.2186943713380622
37-3011,0.0792803568863262
37-3012,0.19022716142103474
37-3013,0.04684595446789651
39-1013,0.22710962600714596
39-1014,0.26008551522075374
39-1022,0.2995570671341367
39-2011,0.0775160012264981
39-2021,0.2783839034374876
39-3011,0.2622463364397032
39-3012,0.251489871780177
39-3021,0.06573238985385643
39-3031,0.2113402051456318
39-3091,0.28962653940008387
39-3092,0.13673911893972376
39-3093,0.19988159976191003
39-4011,0.029949086225145603
39-4012,0.1203265151969572
39-4021,0.15915391745744778
39-4031,0.07286279871940776
39-5011,0.08070475595897281
39-5012,0.10818381955788298
39-5091,0.14727694449959755
39-5092,0.05064021791060763
39-5093,0.0898559136526906
39-5094,0.112541684301106
39-6011,0.17142917487190173
39-6012,0.2542288221647357
39-7010,0.29192690359243223
39-9011,0.1234441636325324
39-9031,0.14749712733412676
39-9032,0.20969555472122042
39-9041,0.12927481542344443
41-1011,0.14226710672195814
41-1012,0.22510719927558848
41-2011,0.3209263257130022
41-2012,0.1666882668598197
41-2021,0.3447033315902933
41-2022,0.26979864354334215
41-2031,0.3117581914648316
41-3011,0.40896076731782527
41-3021,0.2705334387309718
41-3031,0.2786953145418389
41-3041,0.26160301508984707
41-3091,0.4625459859431017
41-4011,0.355137987797419
41-4012,0.3548195687171079
41-9011,0.38681220750767487
41-9012,0.4508667448486724
41-9021,0.24871433860844455
41-9022,0.31576799795954125
41-9031,0.354190338293211
41-9041,0.4163824121393569
41-9091,0.33927258818667205
43-1011,0.2471407571782205
43-2011,0.2641167493314606
43-2021,0.2995765275049921
43-3011,0.2561308983695564
43-3021,0.25458175625096857
43-3031,0.27731495927321964
43-3041,0.23683485744206859
43-3051,0.25071880160226345
43-3061,0.26533369724107975
43-3071,0.2815679288382378
43-4011,0.3942005564315582
43-4021,0.29741715195589885
43-4031,0.3243344618480462
43-4041,0.22544264603477876
43-4051,0.41775822522365647
43-4061,0.31367495287100294
43-4071,0.32631349711655055
43-4081,0.235765998308888
43-4111,0.24088125666925048
43-4121,0.21721613600138098
43-4131,0.30831704675974836
43-4141,0.3631202414673337
43-4151,0.30255138394490144
43-4161,0.21685364289967232
43-4171,0.29815461860488474
43-4181,0.35875430785284845
43-5011,0.20868318738154384
43-5021,0.18628933846882725
43-5031,0.3239786654733229
43-5032,0.21099628082200428
43-5041,0.3013688170771309
43-5051,0.2572873035329329
43-5052,0.18553503334036983
43-5053,0.14959718768796243
43-5061,0.2713308301723133
43-5071,0.16901391860085957
43-5111,0.10656872419200679
43-6011,0.2660314609673435
43-6012,0.2550765588005239
43-6013,0.23896812172952614
43-6014,0.2807540326730103
43-9021,0.3647683948584096
43-9022,0.3602907680264973
43-9031,0.35650399771916697
43-9041,0.3270708403965232
43-9051,0.13988736644963326
43-9061,0.31430312612802236
43-9071,0.2681125697316226
43-9081,0.3652686468484627
43-9111,0.35303453642531396
45-1011,0.08637839027780587
45-2011,0.04780043022325238
45-2021,0.20343274863052896
45-2041,0.08651519444948388
45-2091,0.19308368941880366
45-2092,0.07171516031254076
45-2093,0.1828037054666834
45-3031,0.15303641153723246
45-4011,0.07763475898837605
45-4021,0.09685642018428214
45-4022,0.05862276372965276
45-4023,0.06095751504164822
47-1011,0.11676786300751199
47-2011,0.060566679164239204
47-2021,0.11178602335390284
47-2022,0.03561424780865095
47-2031,0.08807777443082145
47-2041,0.08662326550312355
47-2042,0.05649117388264065
47-2043,0.042114717725370225
47-2044,0.09131157868041052
47-2051,0.058962390511903204
47-2053,0.10359375256312875
47-2061,0.08138249890572406
47-2071,0.02967565628266872
47-2072,0.04443291094278206
47-2073,0.18783107159628143
47-2081,0.041342942531340125
47-2082,0.10338920289308237
47-2111,0.16214373250735126
47-2121,0.05460760398853991
47-2131,0.10011151869671832
47-2132,0.179606649237037
47-2141,0.11410359577994926
47-2142,0.09753894562857046
47-2151,0.07933952137778184
47-2152,0.1079463890664806
47-2161,0.08602363032972135
47-2171,0.08759945155228928
47-2181,0.055982139543808325
47-2211,0.08970042366843112
47-2221,0.03163656521634915
47-2231,0.19427744757067456
47-3011,0.10347677116897114
47-3012,0.060605574308126374
47-3013,0.09641323256956995
47-3014,0.029233560739958638
47-3015,0.07315175351330536
47-3016,0.046235440945177175
47-4011,0.16034833429633083
47-4021,0.11478272460988793
47-4031,0.08468975704316878
47-4041,0.04411614775408868
47-4051,0.05881611500546359
47-4061,0.07590798384489723
47-4071,0.15439458218516192
47-4090,0.10401240328621779
47-5011,0.11827384637394406
47-5012,0.1476680225336112
47-5013,0.11731597740724585
47-5022,0.12450244253384947
47-5023,0.10860087859865028
47-5032,0.0858374786343959
47-5041,0.13712500817272424
47-5043,0.13083904268808857
47-5044,0.09403272639819947
47-5051,0.02670990663991033
47-5071,0.06451244681186814
47-5081,0.08468504108527417
49-1011,0.15957382812082
49-2011,0.1883303515677837
49-2021,0.1444102272875823
49-2022,0.2127167030167863
49-2091,0.16739706866956566
49-2092,0.15500188061298514
49-2093,0.12857537073376712
49-2094,0.21830556439530144
49-2095,0.19166141189910096
49-2096,0.10828509744708832
49-2097,0.1245255195962116
49-2098,0.2038833812010832
49-3011,0.07394941907779018
49-3021,0.1015266216122309
49-3022,0.05359535727235485
49-3023,0.14108622233534304
49-3031,0.14206076945253063
49-3041,0.1467334821964359
49-3042,0.12474654311006407
49-3043,0.06206584519228065
49-3051,0.11340886706109637
49-3052,0.07159390820699019
49-3053,0.09411307297725159
49-3091,0.16732645512387104
49-3092,0.17150678056413812
49-3093,0.024253406241087613
49-9011,0.11719636032039482
49-9012,0.20153105337557334
49-9021,0.11843041988284206
49-9031,0.13599780559200264
49-9041,0.16423180216486172
49-9043,0.14615938480105764
49-9044,0.13934744342676908
49-9045,0.09873835013993364
49-9051,0.1322607394817538
49-9052,0.201452743597386
49-9061,0.2205116517104932
49-9062,0.2010945218916135
49-9063,0.19747920338904926
49-9064,0.12474464653793925
49-9071,0.12345578155482309
49-9081,0.17827422131841236
49-9091,0.13823356660121786
49-9092,0.13703239250739613
49-9094,0.06831420704111152
49-9095,0.13648599963117655
49-9096,0.21774175608501037
49-9097,0.11964104597435427
49-9098,0.12599653719551818
49-9099,0.1517923055822562
51-1011,0.24004365624180657
51-2011,0.08381459731255268
51-2021,0.10733003640584199
51-2028,0.11055243353392841
51-2031,0.1528362531150812
51-2041,0.04434883073442111
51-2051,0.075923083772788
51-2061,0.049259061629779985
51-2090,0.14908853640718625
51-3011,0.1468533878214573
51-3021,0.18727578189519495
51-3022,0.22432895702660396
51-3023,0.11646823671777891
51-3091,0.09562307307137405
51-3092,0.0958969830835393
51-3093,0.11864806952890351
51-4021,0.1804465127408044
51-4022,0.1520756674988027
51-4023,0.1317169218417398
51-4031,0.14360270554950058
51-4032,0.11710509773525347
51-4033,0.13895610623915444
51-4034,0.18671633076212957
51-4035,0.17312309791052982
51-4041,0.18371102760118252
51-4051,0.07361540982773843
51-4052,0.09703414203298517
51-4061,0.0678445617112167
51-4062,0.15918268039507297
51-4071,0.025653176072949608
51-4072,0.11398297958812395
51-4081,0.20133021497366246
51-4111,0.09172753183558156
51-4121,0.0969044851584962
51-4122,0.12060899436206984
51-4191,0.16160910433607859
51-4192,0.09163122267223166
51-4193,0.11075043100454987
51-4194,0.1352647517752649
51-5111,0.17475682273548857
51-5112,0.15231140770139004
51-5113,0.06226908243250047
51-6011,0.0918174365058379
51-6021,0.08258294505384964
51-6031,0.06557159407833545
51-6041,0.07134210130863751
51-6042,0.07881697845337649
51-6051,0.09814015661255575
51-6052,0.061271282866586826
51-6061,0.14678564416519274
51-6062,0.16875072938376867
51-6063,0.1269937346210443
51-6064,0.08341975342840134
51-6091,0.09513968696110342
51-6092,0.10756182234686171
51-6093,0.07654673124817414
51-7011,0.11831233464831985
51-7021,0.12034144592521187
51-7031,0.17323005301020394
51-7032,0.16632482445352847
51-7041,0.1930564352434325
51-7042,0.17708535703548195
51-8011,0.1272341242780159
51-8012,0.15551509654939646
51-8013,0.10360043421027648
51-8021,0.13292079436070214
51-8031,0.04746915383429337
51-8091,0.046798538428534736
51-8092,0.10706809810610747
51-8093,0.10870104221880467
51-8099,0.04447088084134226
51-9011,0.10339078120282677
51-9012,0.15614949608034517
51-9021,0.10063844451174381
51-9022,0.11972708979672625
51-9023,0.10933573317308037
51-9031,0.10440548708153043
51-9032,0.12979411077938222
51-9041,0.11471428226101743
51-9051,0.1381214090113858
51-9061,0.10218816297344399
51-9071,0.12396806323782587
51-9081,0.054079007321778436
51-9082,0.05548197032254654
51-9083,0.08900526605485463
51-9111,0.07973360208754349
51-9123,0.17618054114540843
51-9124,0.09671475358406154
51-9141,0.1249330120084107
51-9151,0.14820064321805457
51-9161,0.2357203183877563
51-9162,0.44442186633533676
51-9191,0.16989195403754298
51-9192,0.10538476086679127
51-9193,0.186725528167893
51-9194,0.11496083896386236
51-9195,0.11753503999082882
51-9196,0.12931580557086558
51-9197,0.04067223868791616
51-9198,0.047499813159388414
53-1041,0.12646232504312416
53-1047,0.17332524269882335
53-2011,0.13143615716476004
53-2012,0.18474572029132735
53-2021,0.19174350982349522
53-2022,0.26201834651102507
53-2031,0.23857237627263084
53-3011,0.06679439749243217
53-3031,0.07313295318194005
53-3032,0.15051083152785522
53-3033,0.16099760582849953
53-3051,0.15987113797153713
53-3052,0.2038357584756861
53-3053,0.13954558215008572
53-3054,0.19653904285916557
53-4011,0.1333696508045377
53-4013,0.16521246151975144
53-4022,0.033540362472583754
53-4031,0.1592765613573795
53-4041,0.141717367635805
53-5011,0.0876737698670225
53-5021,0.12366290377871048
53-5022,0.01914146912744287
53-5031,0.0390190283404912
53-6011,0.012485631387518013
53-6021,0.12155940673805544
53-6031,0.04316953099985974
53-6032,0.11779957356687942
53-6041,0.1416924751647274
53-6051,0.10425678127863539
53-6061,0.3352765856772524
53-7011,0.07865952837839996
53-7021,0.06890442612130976
53-7031,0.023381136396352465
53-7041,0.11896677887895368
53-7051,0.07587064100504533
53-7061,0.06288287705958526
53-7062,0.12852609544725935
53-7063,0.018719654261405688
53-7064,0.12010639350652252
53-7065,0.11800254162493476
53-7071,0.012186124625103297
53-7072,0.18253642887479588
53-7073,0.09593232957106147
53-7081,0.062027991097085046
53-7121,0.11914079076188938
