IWA,activity_share_ai
4.A.1.b.2.I10,8.713913505694259e-05
4.A.1.b.2.I11,0.0
4.A.1.b.2.I12,0.00012220226321080763
4.A.1.b.3.I01,8.267325438527429e-05
4.A.1.b.3.I02,0.0003410563503889406
4.A.1.b.3.I03,0.0025613615116398393
4.A.1.b.3.I04,0.00011910052495104259
4.A.1.b.3.I05,0.0
4.A.2.a.1.I01,0.0001348478115006187
4.A.2.a.1.I02,0.00048303528716828073
4.A.2.a.1.I03,6.122090076289548e-05
4.A.2.a.1.I04,0.00013960854483166006
4.A.2.a.1.I05,0.00015995218136226165
4.A.2.a.1.I06,5.783860089404567e-05
4.A.2.a.1.I07,0.003239309169236126
4.A.2.a.1.I08,0.00016796068282225684
4.A.2.a.1.I09,0.00010475368878631029
4.A.2.a.1.I10,7.166156487778088e-05
4.A.2.a.2.I01,0.0011391470904449912
4.A.2.a.2.I02,0.0002110011913164539
4.A.2.a.2.I03,0.0014410841934172974
4.A.2.a.2.I04,3.224147997106877e-05
4.A.2.a.2.I05,7.725817956387858e-05
4.A.2.a.3.I01,0.0008629108454612061
4.A.2.a.3.I02,0.0
4.A.2.a.3.I03,1.5031500797322598e-05
4.A.2.a.3.I04,4.651051333664311e-05
4.A.2.a.4.I01,6.949346020791173e-05
4.A.2.a.4.I02,0.0013660719213224469
4.A.2.a.4.I03,0.0003543191342187383
4.A.2.a.4.I04,0.002910768695805071
4.A.2.a.4.I05,0.0005241522710740642
4.A.2.a.4.I06,0.0003162424443108209
4.A.2.a.4.I07,8.765782038466252e-05
4.A.2.a.4.I08,0.0002732434306428413
4.A.2.a.4.I09,0.0019442297087187053
4.A.2.a.4.I10,0.0005413674371010877
4.A.2.a.4.I11,0.0007270152895985941
4.A.2.a.4.I12,0.0004718428557735127
4.A.2.b.1.I01,0.001521724201317909
4.A.2.b.1.I02,0.0025671556982825765
4.A.2.b.1.I03,0.0
4.A.2.b.1.I04,0.003164427983069541
4.A.2.b.1.I05,0.0
4.A.2.b.1.I06,3.986615428855125e-05
4.A.2.b.1.I07,0.01559236042903943
4.A.2.b.1.I08,0.00010279824510080628
4.A.2.b.1.I09,0.004327273008160625
4.A.2.b.1.I10,0.001334432116331532
4.A.2.b.1.I11,4.868899171306668e-05
4.A.2.b.2.I01,4.031741052366756e-05
4.A.2.b.2.I02,0.0002085685571294475
4.A.2.b.2.I03,0.00016780083343489587
4.A.2.b.2.I04,0.0004589643706183436
4.A.2.b.2.I05,2.2075247547758796e-05
4.A.2.b.2.I06,5.144321080325934e-05
4.A.2.b.2.I07,0.0001270260367586026
4.A.2.b.2.I08,8.496065668051905e-06
4.A.2.b.2.I09,7.697337416574874e-05
4.A.2.b.2.I10,1.3422778303963658e-05
4.A.2.b.2.I11,0.00012175619382896852
4.A.2.b.2.I12,0.002560075172027094
4.A.2.b.2.I13,0.0006510953181802327
4.A.2.b.2.I14,0.0
4.A.2.b.2.I15,0.0001633080754326094
4.A.2.b.2.I16,4.663499781529589e-05
4.A.2.b.2.I17,3.086177699933384e-06
4.A.2.b.2.I18,0.011265565227999342
4.A.2.b.2.I19,4.45861907708023e-05
4.A.2.b.2.I20,3.489196199571744e-05
4.A.2.b.2.I21,0.0005256149636982343
4.A.2.b.2.I22,0.023198528054028555
4.A.2.b.2.I23,0.0001627219610122859
4.A.2.b.2.I24,1.0892391882117826e-05
4.A.2.b.2.I25,0.011161304290274383
4.A.2.b.2.I26,9.38301757845293e-05
4.A.2.b.2.I27,0.00018796557793498598
4.A.2.b.3.I01,0.0025560864818569276
4.A.2.b.4.I01,9.781853950938413e-05
4.A.2.b.4.I02,3.267717564635348e-06
4.A.2.b.4.I03,0.0009546356303473109
4.A.2.b.5.I01,0.00015339599881988215
4.A.2.b.5.I02,9.359676738705531e-05
4.A.2.b.5.I03,2.5052501328870998e-05
4.A.2.b.6.I01,0.00032210326206874443
4.A.2.b.6.I02,0.001145408093882687
4.A.3.a.1.I01,0.00030593616684902644
4.A.3.a.1.I02,2.5052501328871e-05
4.A.3.a.1.I03,9.759583126377574e-05
4.A.3.a.1.I04,7.428611263604357e-05
4.A.3.a.1.I05,5.653151386819152e-05
4.A.3.a.1.I06,0.0
4.A.3.a.1.I07,8.71391350569426e-06
4.A.3.a.1.I08,0.00011992523462211725
4.A.3.a.1.I09,6.535435129270696e-06
4.A.3.a.1.I10,0.0
4.A.3.a.1.I11,0.0016376451852100295
4.A.3.a.1.I12,6.535435129270696e-06
4.A.3.a.1.I13,0.0
4.A.3.a.1.I14,0.0
4.A.3.a.1.I15,2.6141740517082782e-06
4.A.3.a.1.I16,4.35695675284713e-06
4.A.3.a.1.I17,0.0
4.A.3.a.2.I01,3.9772790929561664e-05
4.A.3.a.2.I02,4.35695675284713e-06
4.A.3.a.2.I03,9.149609180978973e-06
4.A.3.a.2.I04,4.2454394073873526e-05
4.A.3.a.2.I05,6.535435129270696e-06
4.A.3.a.2.I06,8.527186787715098e-06
4.A.3.a.2.I07,1.2106115548982384e-05
4.A.3.a.2.I08,0.000503321868312833
4.A.3.a.2.I09,0.0009051940733769334
4.A.3.a.2.I10,1.5249348634964955e-05
4.A.3.a.2.I11,4.35695675284713e-06
4.A.3.a.2.I12,4.502188644608701e-05
4.A.3.a.2.I13,6.8985148586746215e-06
4.A.3.a.2.I14,1.3070870258541391e-05
4.A.3.a.2.I15,2.2111555520699183e-05
4.A.3.a.2.I16,4.35695675284713e-06
4.A.3.a.2.I17,0.0
4.A.3.a.2.I18,0.0
4.A.3.a.2.I19,0.0001454653001590449
4.A.3.a.2.I20,1.3070870258541391e-06
4.A.3.a.2.I21,1.3070870258541391e-05
4.A.3.a.2.I22,0.00012090554989150787
4.A.3.a.2.I23,0.0
4.A.3.a.2.I24,4.4814412314999054e-06
4.A.3.a.2.I25,0.0
4.A.3.a.2.I26,0.0
4.A.3.a.2.I27,6.971130804555408e-06
4.A.3.a.2.I28,0.0013557708307139302
4.A.3.a.2.I29,0.0
4.A.3.a.2.I30,0.0
4.A.3.a.2.I31,2.178478376423565e-06
4.A.3.a.2.I32,1.2417326745614321e-05
4.A.3.a.2.I33,0.000123151457360535
4.A.3.a.2.I34,7.363256912311652e-05
4.A.3.a.2.I35,4.35695675284713e-06
4.A.3.a.2.I36,1.9855274345117637e-05
4.A.3.a.2.I37,0.0
4.A.3.a.2.I38,0.0
4.A.3.a.2.I39,6.57122441688337e-05
4.A.3.a.2.I40,0.0
4.A.3.a.2.I41,4.789540316165524e-05
4.A.3.a.2.I42,2.6141740517082782e-06
4.A.3.a.2.I43,2.6141740517082782e-06
4.A.3.a.2.I44,0.0
4.A.3.a.2.I45,0.00033051666452967217
4.A.3.a.2.I46,0.000585616482408872
4.A.3.a.2.I47,9.491941497274106e-06
4.A.3.a.3.I01,2.4741290132239064e-05
4.A.3.a.3.I02,4.35695675284713e-06
4.A.3.a.3.I03,0.0
4.A.3.a.3.I04,0.0
4.A.3.a.3.I05,6.8985148586746215e-06
4.A.3.a.3.I06,0.0
4.A.3.a.3.I07,0.0
4.A.3.a.3.I08,0.0
4.A.3.a.3.I09,0.0
4.A.3.a.3.I10,8.060369992767192e-06
4.A.3.a.3.I11,0.0
4.A.3.a.3.I12,0.0
4.A.3.a.4.I01,0.0
4.A.3.b.1.I01,0.0018473548500604594
4.A.3.b.1.I02,0.00017286225916920986
4.A.3.b.1.I03,0.00047294246866827873
4.A.3.b.1.I04,0.0036335986663410653
4.A.3.b.1.I05,6.150051930774813e-05
4.A.3.b.1.I06,0.0024233497196401244
4.A.3.b.4.I01,0.00015224970424562118
4.A.3.b.4.I02,0.00017477102117521905
4.A.3.b.4.I03,4.9015763469530215e-06
4.A.3.b.4.I04,0.00019065316591000225
4.A.3.b.4.I05,3.746982807448532e-05
4.A.3.b.4.I06,2.2599119728755886e-05
4.A.3.b.4.I07,1.4377957284395531e-05
4.A.3.b.4.I08,4.4114187122577204e-05
4.A.3.b.4.I09,3.267717564635348e-06
4.A.3.b.6.I01,0.000131206640500025
4.A.3.b.6.I02,1.5249348634964957e-05
4.A.3.b.6.I03,0.08507705532643972
4.A.3.b.6.I04,3.638058888627354e-05
4.A.3.b.6.I05,1.9606305387812086e-05
4.A.3.b.6.I06,0.0001813583248372618
4.A.3.b.6.I07,0.00012146573004544535
4.A.3.b.6.I08,7.85808271495643e-06
4.A.3.b.6.I09,0.0007745476130308453
4.A.3.b.6.I10,1.7988007165326005e-05
4.A.3.b.6.I11,8.71391350569426e-06
4.A.3.b.6.I12,0.03469501387605745
4.A.3.b.6.I13,0.0003106043347985054
4.A.3.b.6.I14,0.00012909040436292785
4.A.3.b.6.I15,0.00023213243156776248
4.A.3.b.6.I16,0.012322267285603193
4.A.4.a.1.I01,0.051206094748756696
4.A.4.a.1.I02,0.03045215530902827
4.A.4.a.1.I03,0.012783762369088705
4.A.4.a.1.I04,0.015491097492508769
4.A.4.a.1.I05,0.014665889883519509
4.A.4.a.2.I01,0.006793652245969452
4.A.4.a.2.I02,0.0010544976449611046
4.A.4.a.2.I03,0.0010940107667814951
4.A.4.a.2.I04,0.00014294448946632627
4.A.4.a.2.I05,1.1981631070329607e-05
4.A.4.a.2.I06,0.0016822154889756884
4.A.4.a.2.I07,5.576904643644327e-05
4.A.4.a.2.I08,0.0006561939949517188
4.A.4.a.2.I09,0.010120687136215084
4.A.4.a.2.I10,0.00011928725166902178
4.A.4.a.2.I11,8.604989586873083e-06
4.A.4.a.2.I12,0.0005404960457505181
4.A.4.a.2.I13,0.002378960629293858
4.A.4.a.3.I01,0.0
4.A.4.a.3.I02,0.1804309833719469
4.A.4.a.3.I03,0.1570751380580098
4.A.4.a.4.I01,0.0001312222010598566
4.A.4.a.5.I01,0.029975189111726332
4.A.4.a.5.I02,0.0
4.A.4.a.5.I03,2.6141740517082782e-06
4.A.4.a.5.I04,0.0002527034916651336
4.A.4.a.5.I05,2.6577436192367494e-05
4.A.4.a.5.I06,0.0
4.A.4.a.5.I07,5.8818916163436265e-06
4.A.4.a.5.I08,0.0025013444323693677
4.A.4.a.5.I09,0.00016813184898040442
4.A.4.a.5.I10,0.008850820497945965
4.A.4.a.5.I11,0.0
4.A.4.a.5.I12,6.535435129270696e-06
4.A.4.a.6.I01,0.00024661931277097915
4.A.4.a.6.I02,7.607557701667723e-05
4.A.4.a.6.I03,0.013256741145730047
4.A.4.a.7.I01,1.0892391882117826e-05
4.A.4.a.7.I02,1.612073998553438e-05
4.A.4.a.7.I03,0.0001482350798090692
4.A.4.a.8.I01,0.00014697467446270985
4.A.4.a.8.I02,0.000369376569282447
4.A.4.a.8.I03,0.02932897980933334
4.A.4.b.3.I01,0.0016038221865215304
4.A.4.b.3.I02,0.0013881943220818154
4.A.4.b.3.I03,0.000683471656336508
4.A.4.b.3.I04,0.0024752503165960077
4.A.4.b.3.I05,0.003112242580715525
4.A.4.b.3.I06,0.0009012883728592015
4.A.4.b.4.I01,6.535435129270696e-06
4.A.4.b.4.I02,6.535435129270696e-06
4.A.4.b.4.I03,0.00010556283789755335
4.A.4.b.4.I04,0.0
4.A.4.b.4.I05,0.0
4.A.4.b.4.I06,1.0036561091379996e-05
4.A.4.b.4.I07,1.0054515583493378e-06
4.A.4.b.4.I08,7.31346312085054e-06
4.A.4.b.4.I09,6.587303662042685e-06
4.A.4.b.4.I10,0.0
4.A.4.b.4.I11,2.6468512273546314e-05
4.A.4.b.4.I12,1.633858782317674e-06
4.A.4.b.4.I13,1.5793968229070846e-05
4.A.4.b.4.I14,3.5633682014356885e-05
4.A.4.b.4.I15,2.723097970529456e-05
4.A.4.b.4.I16,0.0
4.A.4.b.5.I01,0.003630834073544329
4.A.4.b.5.I02,0.017696782328967462
4.A.4.b.6.I01,0.0031082166395082103
4.A.4.b.6.I02,0.04822472449227072
4.A.4.b.6.I03,0.0010093465587152034
4.A.4.b.6.I04,0.02711676708225913
4.A.4.b.6.I05,0.0041122273407975
4.A.4.b.6.I06,0.014027233111030149
4.A.4.b.6.I07,0.0052417928986431585
4.A.4.b.6.I08,0.004276146050320469
4.A.4.b.6.I09,0.0005956115486740347
4.A.4.b.6.I10,0.0008111408629014839
4.A.4.b.6.I11,0.00406058608650548
4.A.4.c.1.I01,0.000317995600718514
4.A.4.c.1.I02,1.711661581475658e-05
4.A.4.c.1.I03,5.134984744426975e-06
4.A.4.c.1.I04,0.0002273501528461849
4.A.4.c.1.I05,0.0
4.A.4.c.1.I06,0.0
4.A.4.c.2.I01,1.0238848369190754e-05
4.A.4.c.2.I02,0.00012631982673547634
4.A.4.c.3.I01,0.0
4.A.4.c.3.I02,0.0
4.A.4.c.3.I03,0.0010612198068083547
4.A.4.c.3.I04,0.0
4.A.4.c.3.I05,2.6141740517082782e-06
4.A.4.c.3.I06,4.35695675284713e-06
4.A.4.c.3.I07,5.446195941058913e-06
