SOC,completion_rate_user
15-1241,0.8729502853554096
15-1242,0.8759585794150345
15-1243,0.8194647559325344
15-1244,0.9042354971979777
15-1251,0.8609347971817506
15-1252,0.8331575226573642
15-1253,0.8818362776434996
15-1254,0.8726834997403466
15-1255,0.7497529728301909
15-1299,0.8489675092669529
15-2011,0.8756043729883194
15-2021,0.7083536191488428
15-2031,0.820936386728335
15-2041,0.780274001606613
15-2051,0.8656021999839291
15-2099,0.8855831116254551
17-1011,0.7483531472558187
17-1012,0.736681486657173
17-1021,0.7002336473488336
17-1022,0.8212895086535178
17-2011,0.8415983909384378
17-2021,0.7943557062515703
17-2031,0.837559631697491
17-2041,0.8561767558322996
17-2051,0.8372583442437459
17-2061,0.8642107644170186
17-2071,0.8187335667588154
17-2072,0.8576885274668846
17-2081,0.9118672632284632
17-2111,0.8737899055259174
17-2112,0.8506565067273772
17-2121,0.8662852977564796
17-2131,0.8727438458860585
17-2141,0.8635327274287377
17-2151,0.8773326647700294
17-2161,0.8462866230629608
17-2171,0.8748320740086584
17-2199,0.8441640503444756
17-3011,0.6398970812920319
17-3012,0.723716734210144
17-3013,0.5623615759905285
17-3021,0.8732199464941732
17-3022,0.7749072463824948
17-3023,0.876601548886769
17-3024,0.8953424351803263
17-3025,0.9143535194652894
17-3026,0.8993916721831786
17-3027,0.8458628310106182
17-3028,0.8860363308867931
17-3029,0.8969244572784436
17-3031,0.7727072185978515
19-1011,0.9097354758139882
19-1012,0.8685034862156221
19-1013,0.8947510353577703
19-1021,0.899811399766012
19-1022,0.8956083243143771
19-1023,0.9205460412265234
19-1029,0.8755841626991065
19-1031,0.9014612910765559
19-1032,0.9324700579172595
19-1041,0.862767466339103
19-1042,0.8671390706222096
19-2011,0.8755207278381653
19-2012,0.7847104967419943
19-2021,0.8462608920932083
19-2031,0.8853745550616036
19-2032,0.846965746290519
19-2041,0.9103270983145881
19-2042,0.8399956541569066
19-2043,0.8933658024885375
19-2099,0.8183321898507835
19-3011,0.8989764333728033
19-3022,0.846725868677174
19-3032,0.8735375450142379
19-3033,0.8658233314340894
19-3034,0.8631207224604301
19-3039,0.8762658975785593
19-3041,0.8725655704361274
19-3051,0.9162864104499676
19-3091,0.8556089841006833
19-3092,0.7882527577667268
19-3093,0.8642296497999437
19-3094,0.8934413619104874
19-3099,0.8682193899785783
19-4012,0.8565467584542495
19-4013,0.8616923332956358
19-4021,0.8847334365762302
19-4031,0.8815201587586321
19-4042,0.8735294906134726
19-4043,0.8216713780611632
19-4044,0.8440735982303714
19-4051,0.8854522223652861
19-4061,0.8490460637028018
19-4071,0.8627144971509749
19-4092,0.8289756163549157
19-4099,0.8392221791943736
19-5011,0.8453946502282549
19-5012,0.9023549481088633
21-1012,0.8943845682610663
21-1013,0.8889206040069407
21-1015,0.934328076486684
21-1018,0.8978407911580708
21-1021,0.9095109837410064
21-1022,0.8778275056522984
21-1023,0.8926002455769161
21-1091,0.8860067876049732
21-1092,0.8692174314206914
21-1093,0.8779456905141974
21-1094,0.9110877129262462
21-2011,0.8897428487352881
21-2021,0.9093592447702364
23-1011,0.9234921707512003
23-1012,0.8758975835482391
23-1021,0.9219145244922967
23-1022,0.9119766421529392
23-1023,0.9411686189173686
23-2011,0.8810246846481332
23-2093,0.8736639611333696
25-1011,0.9119538322815042
25-1021,0.9173184522553378
25-1022,0.9102403231092574
25-1031,0.9142135410311252
25-1032,0.9186032851383082
25-1041,0.9212326031082847
25-1042,0.921459435046464
25-1043,0.9195286022788003
25-1051,0.9176245409831013
25-1052,0.9251652344725867
25-1053,0.9133734551557865
25-1054,0.9157642321703158
25-1061,0.9114818726440708
25-1062,0.9112292493423925
25-1063,0.9118320727556263
25-1064,0.9151263347083566
25-1065,0.9131278028366858
25-1066,0.9106669256330814
25-1067,0.9135509844557651
25-1071,0.9174207747207457
25-1072,0.9127945659400625
25-1081,0.9111609071320524
25-1082,0.919206554716461
25-1111,0.9088056058825905
25-1112,0.9113728720568669
25-1113,0.918180064176054
25-1121,0.9228595912083092
25-1122,0.9111568752464427
25-1123,0.9154582016027912
25-1124,0.9078693033457548
25-1125,0.912930201954432
25-1126,0.9061362801369265
25-1192,0.9116983059983076
25-1193,0.9151803304918493
25-1194,0.9174690072553608
25-2011,0.9168840931057055
25-2012,0.9221364621580163
25-2021,0.9220481268702216
25-2022,0.9179081962082026
25-2023,0.9185936814399004
25-2031,0.9174173887433787
25-2032,0.9199535554082575
25-2051,0.9136623277635342
25-2052,0.9117252271320512
25-2057,0.9174895255087226
25-2058,0.9202883306633073
25-2059,0.8991792297706989
25-3011,0.903322104909342
25-3021,0.9087129062204106
25-3031,0.8967114901407103
25-3041,0.9054749072822346
25-4011,0.8806447385740445
25-4012,0.9128084803238877
25-4013,0.8413723990057103
25-4022,0.9097535553782197
25-4031,0.8897728902322212
25-9021,0.9199065285878234
25-9031,0.921951753713836
25-9044,0.9050803006379418
25-9045,0.9267171011450339
27-1011,0.7262542782032901
27-1012,0.6841168636997974
27-1013,0.6636425499940491
27-1014,0.43730004352366847
27-1021,0.6542950931541337
27-1022,0.6991673956476769
27-1023,0.707965385687014
27-1024,0.6124062864872585
27-1025,0.7799652763455538
27-1026,0.7301881403412693
27-1027,0.6935126963162235
27-2011,0.8144759783632599
27-2012,0.8428184947386779
27-2021,0.8858648298680136
27-2022,0.8864041337911359
27-2023,0.9031273333748184
27-2031,0.8407678965474202
27-2032,0.7015091249480749
27-2041,0.6055632533307507
27-2042,0.8118963721106927
27-2091,0.8897860647327319
27-3011,0.845072679890199
27-3023,0.7821164100010745
27-3031,0.887830403279045
27-3041,0.7857771628007014
27-3042,0.8025160079155488
27-3043,0.8219305816275051
27-3091,0.888783729366099
27-3092,0.8812556598344908
27-4011,0.8505860718618298
27-4012,0.8874243285691754
27-4014,0.8285653764580758
27-4015,0.8432213505848557
27-4021,0.8489402458111646
27-4031,0.8634082456254011
27-4032,0.8141624530593576
29-1011,0.9081268233389838
29-1021,0.8261113174330181
29-1022,0.9226868788239059
29-1023,0.8707164835607463
29-1024,0.9102579381910133
29-1031,0.8844244670307657
29-1041,0.6079283253103992
29-1051,0.9373030858154184
29-1071,0.7811461724106887
29-1081,0.7732414981795872
29-1122,0.8883333267112067
29-1123,0.9110112718065926
29-1124,0.8154150606530383
29-1125,0.9293772929887071
29-1126,0.8539615222266239
29-1127,0.9325260527291221
29-1128,0.8588174207261002
29-1129,0.9220135031955929
29-1131,0.8375115244999458
29-1141,0.8892156800025534
29-1151,0.8584359130929451
29-1161,0.8877349544217141
29-1171,0.827102793779393
29-1181,0.924989514246251
29-1211,0.7858914825615804
29-1212,0.8729360727405524
29-1213,0.8592650290517516
29-1214,0.8538435403484488
29-1215,0.8311968082682917
29-1216,0.8674116152868553
29-1217,0.8178721489749669
29-1218,0.8632802737282047
29-1221,0.8404149593116303
29-1222,0.9032735674350013
29-1223,0.8276545136380397
29-1224,0.9226157077190505
29-1229,0.8345400324385503
29-1241,0.785146253202205
29-1242,0.7800708175136506
29-1243,0.8375353529781862
29-1291,0.8566422825068452
29-1292,0.9496867964700813
29-1299,0.8476940839415315
29-2010,0.8847219076086684
29-2031,0.8085863070030919
29-2032,0.8452555463249887
29-2033,0.9260612039081548
29-2034,0.8525625465183496
29-2035,0.8144314350236569
29-2036,0.8987911631445915
29-2042,0.9034384122039436
29-2043,0.9662170387197918
29-2051,0.8954603478677359
29-2052,0.9308553996220176
29-2053,0.8087362294422902
29-2055,0.6157408360078139
29-2056,0.8039516140613385
29-2057,0.8330346110989063
29-2061,0.9136473746028583
29-2072,0.8928270831431552
29-2081,0.675854447023033
29-2091,0.6980899412644097
29-2092,0.8149619664360441
29-2099,0.8414063799166477
29-9021,0.8891043958711573
29-9091,0.9283718650272882
29-9092,0.9176264266468779
29-9093,0.6710103224023435
29-9099,0.8835017231765463
31-1120,0.8681597186341148
31-1131,0.767327693498545
31-1132,0.609130309381743
31-1133,0.8121580991118131
31-2011,0.8714719635011889
31-2012,0.8769779353563435
31-2021,0.802826563750348
31-2022,0.807521944826421
31-9011,0.9592969434581322
31-9091,0.6833037111705325
31-9092,0.8487752533096813
31-9093,0.9501006958979491
31-9094,0.9606072044430976
31-9095,0.765433537671279
31-9096,0.7477672157595969
31-9097,0.8516563025748566
31-9099,0.8448157022597392
33-1011,0.7621093980478775
33-1012,0.94264211697327
33-1021,0.7378950797560473
33-1091,0.89189408119396
33-2011,0.8975531932360973
33-2021,0.8758755353268705
33-2022,0.7593116384349184
33-3011,0.818050433643991
33-3012,0.7709345998327911
33-3021,0.8418324371192404
33-3031,0.9069940555772711
33-3041,0.8200176975517763
33-3051,0.8323577723889658
33-3052,0.800713572293755
33-9011,0.931895515345175
33-9021,0.8351384367102064
33-9031,0.8317524648154819
33-9032,0.8696221513383016
33-9091,0.6026448375809494
33-9092,0.8677996581376536
33-9093,0.8357372150719289
33-9094,0.8948904339882072
33-9099,0.8320577689248031
35-1011,0.8691395209670185
35-1012,0.8868206673494925
35-2011,0.9063158726187875
35-2012,0.9169809633058773
35-2013,0.8988648081831405
35-2014,0.8999426601718021
35-2015,0.9375666617485064
35-2021,0.929683010605579
35-3011,0.9081906004775352
35-3023,0.9163598456369354
35-3031,0.9049749241882886
35-3041,0.908413624177944
35-9011,0.8513516750822552
35-9021,0.9431666054135497
35-9031,0.9057208382329464
37-1011,0.9154028091550761
37-1012,0.9042492535295343
37-2011,0.9448821800061364
37-2012,0.8818980284067035
37-2021,0.9362386432742554
37-3011,0.9383113197939407
37-3012,0.96251456057937
37-3013,0.9606973938922121
39-1013,0.9010132290686595
39-1014,0.9021224949576234
39-1022,0.9031881446447955
39-2011,0.9386635817738512
39-2021,0.9398519617153291
39-3011,0.8761064519003731
39-3012,0.8867193660593911
39-3021,0.8923623213170301
39-3031,0.7996436260773351
39-3091,0.9160187369832442
39-3092,0.8281055837816713
39-3093,0.8741474565140916
39-4011,0.5152104541201605
39-4012,0.772021688346708
39-4021,0.7576515593012648
39-4031,0.7181960965185263
39-5011,0.9111486000625325
39-5012,0.8955592169332471
39-5091,0.8562570719174615
39-5092,0.9426024836904247
39-5093,0.9569106738207935
39-5094,0.9399606469348779
39-6011,0.6842978228684895
39-6012,0.8563363022678129
39-7010,0.8254905849744985
39-9011,0.8891570456302303
39-9031,0.913752301230928
39-9032,0.89870011708468
39-9041,0.8583543485927259
41-1011,0.8798737650087245
41-1012,0.8865211808463116
41-2011,0.9083899339113704
41-2012,0.8887445973909707
41-2021,0.8920188818415014
41-2022,0.8894545886411198
41-2031,0.8728377126885223
41-3011,0.8871411828256386
41-3021,0.9025965248251844
41-3031,0.9044702230509297
41-3041,0.8946127733539619
41-3091,0.901388843176154
41-4011,0.8831733671604786
41-4012,0.8765084264706707
41-9011,0.8987829813260876
41-9012,0.9082716336678054
41-9021,0.8838624214926657
41-9022,0.9206746524311759
41-9031,0.8895524772567214
41-9041,0.9017496625613943
41-9091,0.8884669209521673
43-1011,0.8941096796996596
43-2011,0.8982544475103352
43-2021,0.8800981491774268
43-3011,0.9167836373563698
43-3021,0.8997676144138305
43-3031,0.858287975032909
43-3041,0.9119650301099428
43-3051,0.8717598294153203
43-3061,0.8811534876543479
43-3071,0.8736884564113758
43-4011,0.8760731376074551
43-4021,0.8941239553809677
43-4031,0.8941174771921169
43-4041,0.8376144520566805
43-4051,0.8926379318796056
43-4061,0.8673729014808189
43-4071,0.8976172061393255
43-4081,0.8952870825867069
43-4111,0.8885121730067704
43-4121,0.8843986549628137
43-4131,0.8814893504297064
43-4141,0.8905559091275524
43-4151,0.8652926605182285
43-4161,0.8809153275879025
43-4171,0.8884559154020685
43-4181,0.8789887486941554
43-5011,0.8837015372103945
43-5021,0.7510830576555901
43-5031,0.9061131634686
43-5032,0.921031519629967
43-5041,0.8846190719923215
43-5051,0.8709160844317929
43-5052,0.8972187447153472
43-5053,0.8690116867252176
43-5061,0.9076819388216264
43-5071,0.8737773095744831
43-5111,0.8625083100240419
43-6011,0.8994048336984124
43-6012,0.9071409878659484
43-6013,0.9214669320483809
43-6014,0.89049165116765
43-9021,0.8980678171159686
43-9022,0.8708911096910299
43-9031,0.868991334612328
43-9041,0.8910123964986083
43-9051,0.7845791510888305
43-9061,0.8947849128702244
43-9071,0.9042066124931266
43-9081,0.8471825751092271
43-9111,0.8481864979640985
45-1011,0.9232477210655243
45-2011,0.8377143677272688
45-2021,0.9386377329044719
45-2041,0.8821145251178377
45-2091,0.8777959384468155
45-2092,0.8708358311848615
45-2093,0.9263547319124824
45-3031,0.9221203633933868
45-4011,0.9209343369399202
45-4021,0.8728791690985978
45-4022,0.9413629485951573
45-4023,0.8219347856443919
47-1011,0.9223132329500515
47-2011,0.9332806653568442
47-2021,0.9387445915314554
47-2022,0.9511487378841738
47-2031,0.927081239964616
47-2041,0.9253542716095599
47-2042,0.9557611292445595
47-2043,0.8113857152213539
47-2044,0.9548543217607353
47-2051,0.9333983653052785
47-2053,0.8621372093930235
47-2061,0.8727180496184511
47-2071,0.6029048131793695
47-2072,0.6848519139660385
47-2073,0.676591879872302
47-2081,0.9372497258502229
47-2082,0.9681834999319099
47-2111,0.8768869884033552
47-2121,0.8810479382937736
47-2131,0.8591758389682039
47-2132,0.9256986044516229
47-2141,0.9389368487229434
47-2142,0.892821501355202
47-2151,0.9104651660051822
47-2152,0.9196872597879883
47-2161,0.8767080366498953
47-2171,0.9490230023854495
47-2181,0.9525419395553967
47-2211,0.8909475318303466
47-2221,0.8937290841415593
47-2231,0.8743896044169387
47-3011,0.9522885930095208
47-3012,0.9463535626850044
47-3013,0.8897402775968972
47-3014,0.9529021542992666
47-3015,0.9415872020470255
47-3016,0.8821185446273212
47-4011,0.8900076331181985
47-4021,0.9179560843813913
47-4031,0.9256013197880576
47-4041,0.8742526880063153
47-4051,0.7216531142865873
47-4061,0.6914703598691283
47-4071,0.9157190277088083
47-4090,0.922694110124341
47-5011,0.93772408965267
47-5012,0.8660953036250737
47-5013,0.8961693465721994
47-5022,0.6941952197660134
47-5023,0.7474010006929983
47-5032,0.8425098377343052
47-5041,0.6772398299065131
47-5043,0.7840145910129888
47-5044,0.8854600136426596
47-5051,0.5202560414998405
47-5071,0.8937133066490419
47-5081,0.7529021889824461
49-1011,0.9005587629038418
49-2011,0.928355463939612
49-2021,0.8969501396097623
49-2022,0.9299050084110996
49-2091,0.9229080966804858
49-2092,0.9332746146570589
49-2093,0.8920572382704374
49-2094,0.8948151428823545
49-2095,0.9327711728297559
49-2096,0.8983114766912359
49-2097,0.8902542010212583
49-2098,0.9098250352954231
49-3011,0.93554555417963
49-3021,0.9408541981159164
49-3022,0.8904825872615313
49-3023,0.9218085904547961
49-3031,0.9205862977842941
49-3041,0.9099023851126304
49-3042,0.9321931450758786
49-3043,0.9251547546910431
49-3051,0.9205338771537878
49-3052,0.8985169041746536
49-3053,0.9253971680716786
49-3091,0.9487481563008906
49-3092,0.9099940812207595
49-3093,0.9365618001069018
49-9011,0.9195212422686723
49-9012,0.9293457426280486
49-9021,0.8952504953981845
49-9031,0.9270996421967074
49-9041,0.9279303135537621
49-9043,0.9472203424415596
49-9044,0.9364531626530304
49-9045,0.8968126817398794
49-9051,0.9481703160833692
49-9052,0.9474653619472687
49-9061,0.9280089181489622
49-9062,0.9092500552358168
49-9063,0.9369645760759793
49-9064,0.9173442364578187
49-9071,0.918132755333501
49-9081,0.938647885468165
49-9091,0.9394282393877719
49-9092,0.9202544194370647
49-9094,0.945670604273988
49-9095,0.9061092089219731
49-9096,0.8617642236787015
49-9097,0.9329851113592269
49-9098,0.930847770239401
49-9099,0.900188550899599
51-1011,0.9179844802057363
51-2011,0.9347660166159639
51-2021,0.8903272755035624
51-2028,0.9160377583996417
51-2031,0.9362693794902629
51-2041,0.9131026543153743
51-2051,0.7785627876684332
51-2061,0.8896820982188652
51-2090,0.9113611057958709
51-3011,0.8604892994710298
51-3021,0.8353093666944549
51-3022,0.8785797739839474
51-3023,0.9670505514198625
51-3091,0.8917849798137332
51-3092,0.8781762749553763
51-3093,0.8843360107654528
51-4021,0.8888461812587898
51-4022,0.9580647196035545
51-4023,0.9301298903034307
51-4031,0.9176425095608841
51-4032,0.9514319363960619
51-4033,0.9233407909542888
51-4034,0.9459729063979825
51-4035,0.9515348021712013
51-4041,0.9048692590451277
51-4051,0.8172994942229651
51-4052,0.8155970085785322
51-4061,0.9144530932881035
51-4062,0.8753052992329591
51-4071,0.8072785194525364
51-4072,0.9214534988366971
51-4081,0.929929566120298
51-4111,0.8948945963623354
51-4121,0.8693376934468245
51-4122,0.8659289449872406
51-4191,0.8467591284360916
51-4192,0.8579873922283534
51-4193,0.9019002294722708
51-4194,0.9305964039089211
51-5111,0.9103212550037381
51-5112,0.8400514406212591
51-5113,0.8853327141618832
51-6011,0.9083188690458522
51-6021,0.9203861307295272
51-6031,0.886466959808043
51-6041,0.8791724502767168
51-6042,0.9049181860831376
51-6051,0.9356489412476813
51-6052,0.9384282095823362
51-6061,0.8975035052335157
51-6062,0.9272791649637783
51-6063,0.9211507173677294
51-6064,0.9050684283223543
51-6091,0.900938954160706
51-6092,0.805907185800826
51-6093,0.8840140475652636
51-7011,0.8730244285656585
51-7021,0.9187428817109036
51-7031,0.9125529682020757
51-7032,0.8970258232263701
51-7041,0.8973175423551496
51-7042,0.885436121728955
51-8011,0.6884068767959823
51-8012,0.5925876513434777
51-8013,0.6479008711473184
51-8021,0.8100557773735463
51-8031,0.9375466618619054
51-8091,0.9127859336556224
51-8092,0.6845567111262698
51-8093,0.8777748351854493
51-8099,0.7442749310943209
51-9011,0.8836029456587753
51-9012,0.9033241986687386
51-9021,0.8752067946836877
51-9022,0.8530900069862867
51-9023,0.8338768499806158
51-9031,0.8719836801534228
51-9032,0.869669625436732
51-9041,0.888684791599201
51-9051,0.8315516271257781
51-9061,0.8591935854517102
51-9071,0.8556625384114855
51-9081,0.6744145628031303
51-9082,0.7476869052021923
51-9083,0.8782995444502399
51-9111,0.8928156077550043
51-9123,0.8871452684771067
51-9124,0.9203818282395729
51-9141,0.8024543360395091
51-9151,0.8384571476057849
51-9161,0.8797729514120389
51-9162,0.8530976816437039
51-9191,0.7967321227048798
51-9192,0.898255043284718
51-9193,0.8732586539010514
51-9194,0.9171636423777569
51-9195,0.8702881161675157
51-9196,0.7816444601970364
51-9197,0.9317837721242801
51-9198,0.8317570037346363
53-1041,0.692856053376288
53-1047,0.8839868262077167
53-2011,0.9270921315938095
53-2012,0.9280142336815922
53-2021,0.7273945788349551
53-2022,0.9523650480980793
53-2031,0.8956176572024195
53-3011,0.917510086019546
53-3031,0.9171602702949304
53-3032,0.8519477073684335
53-3033,0.8400589461354411
53-3051,0.8986778596670307
53-3052,0.8887201979103261
53-3053,0.9111771476752943
53-3054,0.9415454593765463
53-4011,0.9322588783238628
53-4013,0.9636295289419775
53-4022,0.961046100608981
53-4031,0.8910922180843557
53-4041,0.8642865321673188
53-5011,0.9051925479606242
53-5021,0.899818267858676
53-5022,0.8598523132140723
53-5031,0.8542199445397071
53-6011,0.8269050140041239
53-6021,0.8511820529297467
53-6031,0.9482135502942839
53-6032,0.9696196397781318
53-6041,0.8628474714203356
53-6051,0.9208437185718965
53-6061,0.8984791443925282
53-7011,0.840853757243026
53-7021,0.839616724966872
53-7031,0.5055631311862748
53-7041,0.8903409587693125
53-7051,0.7149323106282964
53-7061,0.9624085998679173
53-7062,0.8378237462588725
53-7063,0.7976897354470468
53-7064,0.7753272859682391
53-7065,0.8497834604480691
53-7071,0.9528728791796818
53-7072,0.8821797398384029
53-7073,0.9321828552771336
53-7081,0.9150224666198952
53-7121,0.9247295650806141
