SOC,coverage_ai
15-1232,0.44819826347038527
15-1241,0.353484511219902
15-1242,0.5472779162624837
15-1243,0.6151832262379104
15-1244,0.3456243151706069
15-1251,0.40898041896990117
15-1252,0.5416666666666666
15-1253,0.5376888795952539
15-1254,0.48862546797271394
15-1255,0.5402979553730249
15-1299,0.505007160105428
15-2011,0.34371434882505036
15-2021,0.8108443563269272
15-2031,0.5153918052071355
15-2041,0.6858517632029928
15-2051,0.7604502637410037
15-2099,0.5339208783735404
17-1011,0.4490589037606948
17-1012,0.5981377523794787
17-1021,0.3945718185102019
17-1022,0.33150164631135154
17-2011,0.3290451828798299
17-2021,0.4494315561991425
17-2031,0.5335393199835641
17-2041,0.2687204719967696
17-2051,0.4586273532569852
17-2061,0.6832945750957253
17-2071,0.15818080047635502
17-2072,0.45555575569515716
17-2081,0.42757870123071573
17-2111,0.47766710660952355
17-2112,0.48954277261283985
17-2121,0.3526931049102544
17-2131,0.391467289489923
17-2141,0.42518762532208193
17-2151,0.4612236770788115
17-2161,0.3211739397790125
17-2171,0.3259865661260916
17-2199,0.4097104691304223
17-3011,0.756928242542086
17-3012,0.7384638290485163
17-3013,0.8746339313346153
17-3021,0.2751107144713395
17-3022,0.44290290579401986
17-3023,0.2739916034829285
17-3024,0.3410090217304519
17-3025,0.24248137340476195
17-3026,0.1761940430683485
17-3027,0.36729516125043987
17-3028,0.5000000000000001
17-3029,0.30521983099288846
17-3031,0.4340679118688862
19-1011,0.4316519329191607
19-1012,0.27495754447760606
19-1013,0.3453167520252036
19-1021,0.34580555443912947
19-1022,0.32064325334168486
19-1023,0.39573044580808997
19-1029,0.3860754036058831
19-1031,0.34976977949402666
19-1032,0.14649577681537862
19-1041,0.33928684396181663
19-1042,0.3598219733944685
19-2011,0.46590223690287835
19-2012,0.48118598995751827
19-2021,0.4731644853808108
19-2031,0.5397956083267345
19-2032,0.3680350917072568
19-2041,0.35305634782495954
19-2042,0.31728450901613037
19-2043,0.20581302905351936
19-2099,0.38650474673479185
19-3011,0.6507775706807429
19-3022,0.2725097745137787
19-3032,0.44762946807249765
19-3033,0.45750883666505987
19-3034,0.42402186912886974
19-3039,0.3857755390337593
19-3041,0.525423853237166
19-3051,0.6176851543575953
19-3091,0.44791538878916304
19-3092,0.7040236575622293
19-3093,0.9503115863810574
19-3094,0.6771762866585924
19-3099,0.41196715956159546
19-4012,0.24296640020625362
19-4013,0.20643139069901303
19-4021,0.10901114593459181
19-4031,0.3922084743796048
19-4042,0.33290445843507
19-4043,0.2848852636243775
19-4044,0.55
19-4051,0.2601534929059257
19-4061,0.34587678028071134
19-4071,0.2967649925451122
19-4092,0.5292236138204527
19-4099,0.3258782347909086
19-5011,0.39129065613670977
19-5012,0.1799311975606105
21-1012,0.6079156963151409
21-1013,0.4834903831166121
21-1015,0.3021780091417108
21-1018,0.36584018357069403
21-1021,0.5471206183819829
21-1022,0.42238055487282455
21-1023,0.35626830385999686
21-1091,0.30546247236694485
21-1092,0.5376824113854465
21-1093,0.4795744737421399
21-1094,0.5675300551945337
21-2011,0.7469930257780646
21-2021,0.41861833094212453
23-1011,0.17490019158648124
23-1012,0.19541460771019453
23-1021,0.1166443837303078
23-1022,0.1585941296110979
23-1023,0.016220135074514464
23-2011,0.13046371373151244
23-2093,0.08499384448112475
25-1011,0.5976711424039765
25-1021,0.5048796959125026
25-1022,0.46177571725115796
25-1031,0.5250954335856622
25-1032,0.5479264602574258
25-1041,0.5297942976163138
25-1042,0.47384883764475205
25-1043,0.526499419846105
25-1051,0.4618355390246254
25-1052,0.4242268259789598
25-1053,0.48853926950243703
25-1054,0.5008264601041128
25-1061,0.5585568836400276
25-1062,0.553819656634196
25-1063,0.5720108431714535
25-1064,0.5254291104726413
25-1065,0.5520090842778643
25-1066,0.5095235584082001
25-1067,0.5510251929367697
25-1071,0.4907966686729416
25-1072,0.48987339409165487
25-1081,0.5340208313968858
25-1082,0.563718488450606
25-1111,0.5445044223587231
25-1112,0.5410091616544239
25-1113,0.5445888830201603
25-1121,0.541842794988217
25-1122,0.5109314163088629
25-1123,0.5747780939624444
25-1124,0.5512287568761094
25-1125,0.5515069040520632
25-1126,0.5616551893231039
25-1192,0.5005247556297509
25-1193,0.515811398454332
25-1194,0.35297071187711365
25-2011,0.31323957987152434
25-2012,0.40522890274577456
25-2021,0.370334971024031
25-2022,0.3425580277460348
25-2023,0.3578549430341633
25-2031,0.34456036837636167
25-2032,0.35987965432230734
25-2051,0.3888735746565507
25-2052,0.3382352941176471
25-2057,0.335015046343289
25-2058,0.4081584278125311
25-2059,0.46875368492390473
25-3011,0.29230113696737736
25-3021,0.3964065690863832
25-3031,0.5
25-3041,0.5966776187908669
25-4011,0.5820824419368488
25-4012,0.33285335698215807
25-4013,0.4840129169054546
25-4022,0.49395404268615883
25-4031,0.3591118141026727
25-9021,0.7269996888808663
25-9031,0.5247349587386247
25-9044,0.5942612079609312
25-9045,0.3807060436484961
27-1011,0.679391792931658
27-1012,0.736822599956269
27-1013,0.6810736517806965
27-1014,0.8775834889223544
27-1021,0.673531078159394
27-1022,0.8012453187548257
27-1023,0.714002807529221
27-1024,0.7662307330070385
27-1025,0.5613778209957072
27-1026,0.7749575448020916
27-1027,0.7255682759794138
27-2011,0.29853283245394485
27-2012,0.339251141128306
27-2021,0.17998533591199606
27-2022,0.4729899796412712
27-2023,0.22580886197633887
27-2031,0.11976857278456912
27-2032,0.7156371307070093
27-2041,0.6338841973075536
27-2042,0.20781335781361526
27-2091,0.39999999999999997
27-3011,0.7069500305642564
27-3023,0.7633363845138563
27-3031,0.6866445542193291
27-3041,0.7703840825679513
27-3042,0.7928433238019635
27-3043,0.8458050096357176
27-3091,0.9999999999999999
27-3092,0.4338186954157236
27-4011,0.3812852435768841
27-4012,0.11898136191929075
27-4014,0.2832695555034241
27-4015,0.42105263157894735
27-4021,0.6673189020684067
27-4031,0.4194228590396306
27-4032,0.3053537763872758
29-1011,0.20496464288058225
29-1021,0.10351815883926349
29-1022,0.0
29-1023,0.36852936630869904
29-1024,0.09889414146784292
29-1031,0.41377801764509986
29-1041,0.14639333223443013
29-1051,0.4517852252998097
29-1071,0.09434588801038253
29-1081,0.2129454184297044
29-1122,0.3915156928282001
29-1123,0.27698794802345583
29-1124,0.21422346286196664
29-1125,0.2456275909140549
29-1126,0.2020540916467501
29-1127,0.2960551656345593
29-1128,0.3818032491013152
29-1129,0.15692265908570785
29-1131,0.26556810117401386
29-1141,0.19739417466216166
29-1151,0.06779209241443584
29-1161,0.23625254189966358
29-1171,0.27101174136246026
29-1181,0.3448179920669513
29-1211,0.09712869554134652
29-1212,0.21875
29-1213,0.23214052239001826
29-1214,0.09090909090909091
29-1215,0.2851533768553325
29-1216,0.27824177529717253
29-1217,0.1769449474737009
29-1218,0.2539699930764735
29-1221,0.2868772106451894
29-1222,0.22697199739915777
29-1223,0.2142595461311878
29-1224,0.2164660386370617
29-1229,0.18641825112804378
29-1241,0.16145602237137696
29-1242,0.09090909090909091
29-1243,0.13636363636363635
29-1291,0.10794420010989857
29-1292,0.1309651671465592
29-1299,0.2361612777785199
29-2010,0.34813287344998944
29-2031,0.11252055388121707
29-2032,0.15000361984051122
29-2033,0.10265594108888228
29-2034,0.22077141478736645
29-2035,0.19359202269619044
29-2036,0.2867953172431063
29-2042,0.13333333333333333
29-2043,0.1764705882352941
29-2051,0.20109592808697774
29-2052,0.1440996685127319
29-2053,0.20865380733356714
29-2055,0.058634003566220956
29-2056,0.06896750372879032
29-2057,0.06766405022127957
29-2061,0.04058317133254277
29-2072,0.21052631578947367
29-2081,0.2312413949387869
29-2091,0.25420061787276593
29-2092,0.3653001846077587
29-2099,0.21121856205541015
29-9021,0.5238095238095237
29-9091,0.13476085991997352
29-9092,0.4937966775691488
29-9093,0.0
29-9099,0.2138950927308909
31-1120,0.19798458289176177
31-1131,0.027780806429924698
31-1132,0.0
31-1133,0.17841404305813413
31-2011,0.2661030748673425
31-2012,0.22032181603380652
31-2021,0.2952755787853084
31-2022,0.14704474084893104
31-9011,0.07747393402312026
31-9091,0.10616944953965013
31-9092,0.05130832940803619
31-9093,0.03812225328451903
31-9094,0.0
31-9095,0.0
31-9096,0.028552260239545935
31-9097,0.08000397962145844
31-9099,0.10245797622159972
33-1011,0.3418982487732868
33-1012,0.2534050651906672
33-1021,0.16029260669084708
33-1091,0.2727272727272727
33-2011,0.2755377074280845
33-2021,0.2748733838885787
33-2022,0.3362834560084312
33-3011,0.6946077591923334
33-3012,0.2572373601989216
33-3021,0.28671951966845255
33-3031,0.1987370802059515
33-3041,0.517023850413627
33-3051,0.33398479539732406
33-3052,0.20857401100164535
33-9011,0.15604091006046053
33-9021,0.3689855302237285
33-9031,0.3615680466454608
33-9032,0.46133293381849916
33-9091,0.5350530399892618
33-9092,0.3330550660087661
33-9093,0.47424218281706665
33-9094,0.6000000000000001
33-9099,0.2955593125496021
35-1011,0.1665620462346772
35-1012,0.19207340275729406
35-2011,0.0
35-2012,0.05251041166152991
35-2013,0.08866832702003044
35-2014,0.01526946465016621
35-2015,0.0
35-2021,0.08395369205123848
35-3011,0.22881064111660254
35-3023,0.16500927072776983
35-3031,0.3580492335967831
35-3041,0.12330345922998875
35-9011,0.09996196897358886
35-9021,0.0
35-9031,0.5159662923462557
37-1011,0.3751619360333607
37-1012,0.173705608684119
37-2011,0.16249137131626268
37-2012,0.04448556596477812
37-2021,0.26902203812994907
37-3011,0.0865854903159383
37-3012,0.043152975685346005
37-3013,0.07170334974743345
39-1013,0.2627708281725935
39-1014,0.4347826086956521
39-1022,0.49387159827343174
39-2011,0.0400509024316937
39-2021,0.16985521522844335
39-3011,0.20332489493709302
39-3012,0.14588774703510551
39-3021,0.03047445726900419
39-3031,0.3665165971388305
39-3091,0.4516447941883789
39-3092,0.3876596660328317
39-3093,0.37689665816906237
39-4011,0.048655255817626974
39-4012,0.3076923076923077
39-4021,0.37568603529370237
39-4031,0.33872314660163055
39-5011,0.1917313465608253
39-5012,0.24048380938154745
39-5091,0.38954517569114955
39-5092,0.07425749722005583
39-5093,0.19634601569171878
39-5094,0.31772082771255483
39-6011,0.3032917128596097
39-6012,0.6206645354614515
39-7010,0.53935733857622
39-9011,0.388101627774344
39-9031,0.5740110576065424
39-9032,0.45540892119689813
39-9041,0.2004267134430433
41-1011,0.2705829999588533
41-1012,0.30843129183087187
41-2011,0.4805829584981266
41-2012,0.1983088942279171
41-2021,0.4448778831808801
41-2022,0.2678222131052838
41-2031,0.5548765244093339
41-3011,0.6073957085407989
41-3021,0.37095622931909916
41-3031,0.45608272636333347
41-3041,0.3411811150616191
41-3091,0.8421052631578947
41-4011,0.5654822446910044
41-4012,0.5950357088820715
41-9011,0.7109657255089696
41-9012,0.666634929388247
41-9021,0.49354432575331214
41-9022,0.519473366003053
41-9031,0.6417173078818459
41-9041,0.6805746615296736
41-9091,0.5088604874232976
43-1011,0.5191827827026955
43-2011,0.4109308806345929
43-2021,0.49069413257688554
43-3011,0.32149682218499553
43-3021,0.3966355638929538
43-3031,0.4924201855526945
43-3041,0.3975910598856781
43-3051,0.42922882652417504
43-3061,0.40838528215499803
43-3071,0.523621788977339
43-4011,0.6281858546092656
43-4021,0.4741217950051354
43-4031,0.5236303629131465
43-4041,0.46778413027226917
43-4051,0.6420611033274789
43-4061,0.5323779483650097
43-4071,0.5201948219953261
43-4081,0.5324535039448295
43-4111,0.48885166388440526
43-4121,0.3370632972723465
43-4131,0.4470329831191955
43-4141,0.5596511603392927
43-4151,0.5124669841740386
43-4161,0.40092949815368173
43-4171,0.41739756806334644
43-4181,0.7096407650490167
43-5011,0.3412127873600761
43-5021,0.19100279668455283
43-5031,0.6016272450364886
43-5032,0.35509885614222075
43-5041,0.6293549089632
43-5051,0.33868412718261726
43-5052,0.20935475244887608
43-5053,0.2140830530321757
43-5061,0.5231727825215241
43-5071,0.166286932567764
43-5111,0.14465480637710307
43-6011,0.4078558656528432
43-6012,0.24962623666147765
43-6013,0.29245361397143504
43-6014,0.46641244612258265
43-9021,0.800865404172722
43-9022,0.5743666081743416
43-9031,0.7445197168927612
43-9041,0.5210903223009204
43-9051,0.12379764994269127
43-9061,0.4890960060974985
43-9071,0.3653166247994456
43-9081,0.8492245497577064
43-9111,0.7530062239926361
45-1011,0.2503464400666934
45-2011,0.19570786722535027
45-2021,0.0978953132178529
45-2041,0.0
45-2091,0.15186629287790104
45-2092,0.07291783527233381
45-2093,0.0
45-3031,0.10508936700319788
45-4011,0.15537829195461017
45-4021,0.12484346289279075
45-4022,0.0
45-4023,0.051100584917854575
47-1011,0.22000908608528524
47-2011,0.06811180821515005
47-2021,0.13763988000849914
47-2022,0.0
47-2031,0.06848559111647297
47-2041,0.10685099763713041
47-2042,0.0
47-2043,0.0
47-2044,0.0895508173043471
47-2051,0.0
47-2053,0.0393169142599549
47-2061,0.04767708059781959
47-2071,0.018294218591574925
47-2072,0.0
47-2073,0.20799446088940518
47-2081,0.05005342530455404
47-2082,0.06248462106660484
47-2111,0.22858140383689685
47-2121,0.07854351366511558
47-2131,0.12020857257819964
47-2132,0.26062584955878054
47-2141,0.10356823790471566
47-2142,0.05750793286254256
47-2151,0.089128174440961
47-2152,0.11161916192847242
47-2161,0.0
47-2171,0.12228538864719204
47-2181,0.0
47-2211,0.1712323675119565
47-2221,0.06579448489638735
47-2231,0.3371232521233992
47-3011,0.07247956715392667
47-3012,0.0605843157318735
47-3013,0.0
47-3014,0.0
47-3015,0.04756259412290213
47-3016,0.0
47-4011,0.22863295009151924
47-4021,0.07874014407042404
47-4031,0.09150393264479298
47-4041,0.02945717808985736
47-4051,0.0
47-4061,0.0
47-4071,0.13441039073606703
47-4090,0.1476061852532877
47-5011,0.08969278314378781
47-5012,0.13772774506453525
47-5013,0.1311116599938866
47-5022,0.19237510136795666
47-5023,0.115022316749833
47-5032,0.05327378037803497
47-5041,0.08634347874215151
47-5043,0.1319803955918317
47-5044,0.06740024294872629
47-5051,0.0
47-5071,0.0
47-5081,0.08896520926384381
49-1011,0.2655831550894723
49-2011,0.2793070701903554
49-2021,0.10496105105893878
49-2022,0.15098592918882056
49-2091,0.2284726516803649
49-2092,0.2315557165813387
49-2093,0.14296092064770657
49-2094,0.4184858367741212
49-2095,0.21050269861857127
49-2096,0.11398745651527142
49-2097,0.3654504978503854
49-2098,0.22494510575635485
49-3011,0.11543867445495985
49-3021,0.16425565329733394
49-3022,0.02876873933521207
49-3023,0.2522500031663282
49-3031,0.1888951723422499
49-3041,0.22233560747319922
49-3042,0.13506280710286844
49-3043,0.061897536904496335
49-3051,0.17324101371119516
49-3052,0.14805645195247188
49-3053,0.1313122452230065
49-3091,0.23291554474190046
49-3092,0.18878746249018713
49-3093,0.0
49-9011,0.09480028938015286
49-9012,0.31379725645933215
49-9021,0.19067394189125159
49-9031,0.22499944586420753
49-9041,0.17482343461822747
49-9043,0.14908821668325248
49-9044,0.16164535685809184
49-9045,0.0
49-9051,0.09201323701663638
49-9052,0.10308805717833198
49-9061,0.2771147607770133
49-9062,0.3295928857243631
49-9063,0.26126910220797683
49-9064,0.12457236710986305
49-9071,0.16002059125016926
49-9081,0.198780758669778
49-9091,0.10761948745415374
49-9092,0.12596897618892566
49-9094,0.07848298680380389
49-9095,0.12799636859042507
49-9096,0.31488732982726275
49-9097,0.057879612787975356
49-9098,0.04499298541186716
49-9099,0.21644068694619428
51-1011,0.5484501377667508
51-2011,0.10987011618246019
51-2021,0.15004877956051388
51-2028,0.1777618054694674
51-2031,0.23874286538766182
51-2041,0.08445311333329511
51-2051,0.06181840770820408
51-2061,0.04133409812706654
51-2090,0.31221922664781243
51-3011,0.16686513013984322
51-3021,0.024878302134499476
51-3022,0.041774604176397105
51-3023,0.0
51-3091,0.20046724568128999
51-3092,0.19989845756746155
51-3093,0.26738091936842645
51-4021,0.25866337937886924
51-4022,0.20540200052299953
51-4023,0.23738254328233765
51-4031,0.1855843908050317
51-4032,0.19865500686925913
51-4033,0.2025114836465275
51-4034,0.23820894354558403
51-4035,0.2990227432298594
51-4041,0.27393375912681683
51-4051,0.13664882577017698
51-4052,0.18840535021172086
51-4061,0.12493315017168753
51-4062,0.27519312064009366
51-4071,0.0
51-4072,0.12670946907170386
51-4081,0.35353569746090213
51-4111,0.10748020683423722
51-4121,0.21724765007934177
51-4122,0.15958577943063762
51-4191,0.35692262643016254
51-4192,0.2749589316293178
51-4193,0.11353122924765512
51-4194,0.1877247529044519
51-5111,0.23194292466594693
51-5112,0.24178681146243097
51-5113,0.14535833317499974
51-6011,0.021032774948538512
51-6021,0.11403183817104676
51-6031,0.09172670581116961
51-6041,0.19332025893932786
51-6042,0.09146947004526323
51-6051,0.1528705112968054
51-6052,0.1282813208307822
51-6061,0.2519597742594866
51-6062,0.29054329166319787
51-6063,0.25147623491520443
51-6064,0.16895738855196907
51-6091,0.20184187220527267
51-6092,0.35057659005102976
51-6093,0.19384984711988404
51-7011,0.17985856412122495
51-7021,0.14250018774065373
51-7031,0.3103617718503234
51-7032,0.3092036669360949
51-7041,0.1912349514948703
51-7042,0.2535475311383689
51-8011,0.2675146370721734
51-8012,0.3155885161629043
51-8013,0.1521773566592779
51-8021,0.20790797795649485
51-8031,0.0
51-8091,0.11237585723262633
51-8092,0.2359534404682006
51-8093,0.19554421634215485
51-8099,0.06070570429897586
51-9011,0.1835761129645331
51-9012,0.2578705880602294
51-9021,0.13866106014194782
51-9022,0.09990300545882833
51-9023,0.08369792876655181
51-9031,0.08523319133772098
51-9032,0.17970077396796708
51-9041,0.19368262816581855
51-9051,0.18311340793477804
51-9061,0.18362153796948527
51-9071,0.19285921304179954
51-9081,0.11731512299642385
51-9082,0.09675130267286525
51-9083,0.16216036627693037
51-9111,0.07550534977601976
51-9123,0.15924690640476968
51-9124,0.07644620828858383
51-9141,0.1968041485647098
51-9151,0.2618749474950326
51-9161,0.400381697356426
51-9162,0.8148556959205472
51-9191,0.2839951055360319
51-9192,0.07873868630679355
51-9193,0.32212771240113947
51-9194,0.1762226622784867
51-9195,0.19739475011803323
51-9196,0.263496159672448
51-9197,0.0
51-9198,0.07182759036742765
53-1041,0.2041467604010295
53-1047,0.3412405355377448
53-2011,0.29540830607954494
53-2012,0.36411863767318475
53-2021,0.4774889756054255
53-2022,0.4138735269536788
53-2031,0.4369674669954291
53-3011,0.18053122107137748
53-3031,0.11116545908259068
53-3032,0.2966312108039201
53-3033,0.374236217729161
53-3051,0.47368421052631576
53-3052,0.42029608988720535
53-3053,0.39285714285714285
53-3054,0.4117647058823529
53-4011,0.25768417185220555
53-4013,0.21816521522043777
53-4022,0.057159690811386235
53-4031,0.3343977409454232
53-4041,0.272156914842003
53-5011,0.10426063548594425
53-5021,0.23984778441834004
53-5022,0.07084261486049533
53-5031,0.1067170132548671
53-6011,0.07166859066123824
53-6021,0.4264201010970045
53-6031,0.012323265938142645
53-6032,0.09523809523809523
53-6041,0.3259629914927144
53-6051,0.2106743472696726
53-6061,0.7978393764629812
53-7011,0.13552025362460707
53-7021,0.12939293141378588
53-7031,0.0
53-7041,0.14200800014171566
53-7051,0.0
53-7061,0.03606876222288782
53-7062,0.10804103300501235
53-7063,0.0
53-7064,0.13127128202982627
53-7065,0.22397206166516107
53-7071,0.0
53-7072,0.31466459175344497
53-7073,0.034872638914301174
53-7081,0.12085254498629977
53-7121,0.1183858718131258
