IWA,activity_share_user
4.A.1.a.1.I01,0.006619369340330117
4.A.1.a.1.I02,0.012944884048334281
4.A.1.a.1.I03,0.0013510912429799927
4.A.1.a.1.I04,0.23425875784886804
4.A.1.a.1.I05,0.002160866474002267
4.A.1.a.1.I06,0.0035184811685604464
4.A.1.a.1.I07,0.17685259117636237
4.A.1.a.1.I08,0.002748414571027018
4.A.1.a.1.I09,0.001335941486020774
4.A.1.a.1.I10,0.00031526690280026285
4.A.1.a.1.I11,0.0028669264995803347
4.A.1.a.1.I12,0.0003589203058316875
4.A.1.a.1.I13,0.0009273585270568165
4.A.1.a.1.I14,0.00036947294809051455
4.A.1.a.1.I15,0.011244711399432263
4.A.1.a.1.I16,0.006285307222335769
4.A.1.a.1.I17,0.0034675905716016965
4.A.1.a.1.I18,0.02099673428339343
4.A.1.a.1.I19,0.019391573788065445
4.A.1.a.1.I20,0.0075867448822230996
4.A.1.a.1.I21,0.0011247888704083294
4.A.1.a.1.I22,0.0007363672141454178
4.A.1.a.1.I23,0.00029622609884088087
4.A.1.a.2.I01,0.00030269582787665624
4.A.1.a.2.I02,0.00023565079264611103
4.A.1.a.2.I03,0.0007160600931149765
4.A.1.a.2.I04,0.00014942541438499275
4.A.1.a.2.I05,0.00020215025243455105
4.A.1.a.2.I06,0.0006358062894054815
4.A.1.a.2.I07,4.738328240436288e-05
4.A.1.a.2.I08,0.007194584276547628
4.A.1.a.2.I09,0.00031013256267578625
4.A.1.a.2.I10,0.00035417039584834234
4.A.1.a.2.I11,2.486586248625457e-05
4.A.1.b.1.I01,0.00026721592594025053
4.A.1.b.1.I02,0.0012034765627191985
4.A.1.b.2.I01,2.4980982219987227e-05
4.A.1.b.2.I02,0.00029443790564356685
4.A.1.b.2.I03,0.00035869774101313757
4.A.1.b.2.I04,0.00015552676027282372
4.A.1.b.2.I05,0.0005053449324907154
4.A.1.b.2.I06,0.0001398935004319285
4.A.1.b.2.I07,5.433651432181555e-05
4.A.1.b.2.I08,0.0004146543039514817
4.A.1.b.2.I09,0.00012571074923606475
4.A.1.b.2.I10,0.0006979325723765402
4.A.1.b.2.I11,1.4505086450315166e-05
4.A.1.b.2.I12,0.0010281036433707263
4.A.1.b.3.I01,0.0006174562038484953
4.A.1.b.3.I02,0.00047051737571212796
4.A.1.b.3.I03,0.006216603765244118
4.A.1.b.3.I04,0.0005993210084611435
4.A.1.b.3.I05,8.122848412176494e-05
4.A.2.a.1.I01,0.0009054397297541184
4.A.2.a.1.I02,0.0022339214570290143
4.A.2.a.1.I03,0.000310731185291196
4.A.2.a.1.I04,0.0003590814734589132
4.A.2.a.1.I05,0.0004170711206645117
4.A.2.a.1.I06,0.0002567400301705785
4.A.2.a.1.I07,0.01736552019691308
4.A.2.a.1.I08,0.0008550403103259596
4.A.2.a.1.I09,0.00039377856120593693
4.A.2.a.1.I10,0.00038251217659796704
4.A.2.a.2.I01,0.0026410308834011933
4.A.2.a.2.I02,0.0005360435281527582
4.A.2.a.2.I03,0.0034247890545998916
4.A.2.a.2.I04,0.00013660875069608993
4.A.2.a.2.I05,0.0015583758355390198
4.A.2.a.3.I01,0.002216914435032243
4.A.2.a.3.I02,1.7267960059899007e-05
4.A.2.a.3.I03,0.00022500535690494176
4.A.2.a.3.I04,7.736046106834756e-05
4.A.2.a.4.I01,0.00034876674531646683
4.A.2.a.4.I02,0.0030373267294514163
4.A.2.a.4.I03,0.0008731678310643959
4.A.2.a.4.I04,0.00911219507852388
4.A.2.a.4.I05,0.001584892445237465
4.A.2.a.4.I06,0.0011421642755530448
4.A.2.a.4.I07,0.0003657967912599849
4.A.2.a.4.I08,0.004958529267120125
4.A.2.a.4.I09,0.006341992179225721
4.A.2.a.4.I10,0.002920081117969162
4.A.2.a.4.I11,0.002853657031605416
4.A.2.a.4.I12,0.003107704655397361
4.A.2.b.1.I01,0.006538754828121588
4.A.2.b.1.I02,0.009106294668898545
4.A.2.b.1.I03,1.998478577598978e-05
